species	p.val.FR-CRC	p.val.DE-CRC	p.val.CN-CRC	p.val.US-CRC	p.val.AT-CRC	p.val.all	p.adj.FR-CRC	p.adj.DE-CRC	p.adj.CN-CRC	p.adj.US-CRC	p.adj.AT-CRC	p.adj.all	fc.FR-CRC	fc.DE-CRC	fc.CN-CRC	fc.US-CRC	fc.AT-CRC	fc.all	auc.FR-CRC	auc.DE-CRC	auc.CN-CRC	auc.US-CRC	auc.AT-CRC	auc.all	ancom.FR-CRC	ancom.DE-CRC	ancom.CN-CRC	ancom.US-CRC	ancom.AT-CRC	ancom.all	ancom.all-blocked
Clostridium sp. L2-50 [ref_mOTU_v2_4212]	0.33660007271410497	0.06736141042902938	0.18876027352746869	0.01603987275321228	0.9000068307831584	0.011097253933744139	0.6773314530913208	0.29017222954043426	0.5123591469432541	0.3074930311454567	0.9505174182250702	0.04984956925793002	-0.19432792796739004	-0.4571551646430566	-0.3365850171413928	-0.3756032892433498	-0.07823213446075217	-0.28838070669118826	0.4531394989174141	0.4213888888888889	0.4477422628107559	0.41161242603550297	0.4934437543133195	0.44031083050024283	0	161	22	151	3	666	NA
Clostridium leptum [ref_mOTU_v2_4234]	0.14784220926078873	0.2491088807425946	0.3091583889130113	0.013371149791119348	0.33877457460844806	0.2957435546045999	0.5412310443373223	0.529114943555358	0.5836690896862872	0.29922464937964377	0.5887728153164293	0.4900217401562088	-0.20124140212895938	-0.11110111098312245	0.15363030475339573	0.3801357465528432	0.14043156782687527	0.07237102120420648	0.4211258892669347	0.4388888888888889	0.5522577371892441	0.6409023668639053	0.5538302277432712	0.5212603205439533	1	432	17	663	0	273	NA
Clostridium spiroforme [ref_mOTU_v2_4235]	0.2380995925711943	0.4137342421694955	0.8270313857077459	0.9865120908286659	0.7583808005862309	0.9875455590592497	0.6257456345281434	0.6412117406316905	0.9196666782175446	1	0.8847046669870433	0.9966759828209611	-0.18280261210396076	0.11359779575790764	0.03570271122250629	0.01561764763586152	0.04696044162485961	0.005815196827434859	0.4450974327250232	0.5375	0.5101471334348047	0.4988905325443787	0.5165631469979296	0.49850655658086457	2	0	23	0	1	72	NA
Alistipes putredinis [ref_mOTU_v2_4266]	0.2691298638575989	0.40544386185650755	0.6027496836272975	0.18368548759210354	0.004112368373462771	0.18675667128694595	0.6428126749133097	0.6350171557085094	0.7932560603177905	0.5223431255446244	0.038693647877581526	0.37185732432307445	0.12322664131263739	-0.27003626861740165	-0.25021589472445305	0.14569287923342475	0.605630650454368	0.0708596015317151	0.5603154964429322	0.45583333333333337	0.47311009639776763	0.5758136094674556	0.6614906832298136	0.5268334142787761	0	0	0	0	680	9	NA
Intestinibacter bartlettii [ref_mOTU_v2_4268]	0.11373883273479235	0.7458868302983521	0.14941683653624024	0.9125934700093772	0.5661978712264447	0.6274088680253107	0.504042616645764	0.8641999137249874	0.44654340140726556	1	0.7674271685380388	0.7708684934203889	-0.28057020768333857	0.07036663768170745	0.24379316164848705	-0.011727649338463616	0.1535101896651889	0.035074426394716245	0.41478502938447265	0.5169444444444444	0.5743277524099442	0.5062869822485208	0.532263630089717	0.5080014570179698	13	0	15	0	0	52	NA
Synergistes sp. 3_1_syn1 [ref_mOTU_v2_4289]	0.7978104308203392	0.001404391511336782	0.052523552384193595	0.5640484179641548	0.38061338346195267	0.008936984108067758	0.9556772699379208	0.028179929427712157	0.3166628553928066	0.8450785763890105	0.6203471800604198	0.042867228857341955	0	0.16311590138079873	0.1678014342503148	-0.07079707941015023	0	0.05202405124419266	0.49489638107021344	0.6	0.5701420598680872	0.4752218934911242	0.5141476880607315	0.5389813016027197	12	402	144	0	95	390	NA
Fusobacterium mortiferum [ref_mOTU_v2_4310]	0.12039867238598663	0.32544340964831414	0.0771683012353521	0.49943295073041205	0.37454795175680083	0.014109876623030537	0.5053557335803132	0.5627895492143509	0.38191355389355774	0.8221281972262051	0.6203471800604198	0.06075747229380485	0	0	0.29485783387731773	0	0	0.058971566775463544	0.5301577482214662	0.5083333333333333	0.5649416539827499	0.5179363905325444	0.5213940648723258	0.5340213695968917	27	NA	64	0	69	241	NA
Fusobacterium varium [ref_mOTU_v2_4311]	0.1306854118750096	0.04370653627298977	0.10740208555435156	0.5827776172924215	0.09904922700962299	0.002501446016923037	0.5053557335803132	0.22386274676409393	0.3953641989971782	0.8450785763890105	0.2847665276526661	0.015907538109322106	0	0	0.19700086392056526	0	0	0.03940017278411305	0.5188679245283019	0.5333333333333333	0.5573313039066464	0.5092455621301775	0.5217391304347826	0.5340699368625546	16	120	78	0	75	471	NA
Bacteroides coprocola [ref_mOTU_v2_4312]	0.2917315403000203	0.0048046798148596494	0.7292604958415413	0.021815756195885053	0.5687279473588013	0.0224866384357707	0.6428126749133097	0.06023777678331501	0.883180039523632	0.3265746068832937	0.7675208548703468	0.08471331800328666	0.0907154298625997	0.11648584073863699	-0.20540489760708866	0.16383476898607072	0.05577133460217607	0.044280495316478964	0.535725332508506	0.5833333333333334	0.4830035514967022	0.5821005917159764	0.5267425810904072	0.5520883924235065	0	361	0	320	4	47	NA
Coprococcus comes [ref_mOTU_v2_4313]	0.05961464574268186	0.4341198059664633	0.06473269640131717	0.9144716565117769	0.07825371359261775	0.00366990962074861	0.36920559643401757	0.6570461928141067	0.3548655730777243	1	0.26021716809111445	0.02178848439171727	-0.3418054746428662	-0.10251180834640908	-0.29901583688733974	-0.1350946475890326	-0.23745666967165513	-0.22317688742746056	0.3973090009279307	0.4584722222222222	0.40436326737696604	0.5062869822485208	0.4007936507936508	0.41892302088392425	15	444	507	0	90	592	NA
Bacteroides intestinalis [ref_mOTU_v2_4321]	0.29049726204939996	0.7024323583787595	0.6271933834902217	0.7296176479566145	0.008331572189231713	0.7322479994458533	0.6428126749133097	0.8412801058900041	0.8141611299916254	0.9108579346508808	0.060513524321788234	0.8413706232278467	-0.08943924952575093	0.06787738041874017	-0.12384683140888463	-0.11866015553577297	0.4386679939948336	0.034919827588633046	0.45375811939375194	0.5165277777777778	0.47513952308472857	0.4822485207100592	0.6283643892339544	0.5194511898980088	0	0	0	0	339	18	NA
Blautia hydrogenotrophica [ref_mOTU_v2_4324]	0.5862638128468561	0.13057683530523023	0.5192823565736322	0.7084238331780648	0.09088087037290489	0.1281689703088702	0.8584941398557441	0.4010254374488415	0.7278419687981316	0.9042232183135719	0.27767291759691975	0.29095041655676684	-0.059539630463340626	0.11882804254586565	0.06622325677340685	0.034409765998641983	0.21402340070447126	0.07478896711180902	0.4758738014228271	0.5594444444444445	0.5209284627092846	0.5177514792899408	0.58040027605245	0.5238101019912579	0	46	29	0	1	128	NA
Bacteroides pectinophilus [ref_mOTU_v2_4341]	1	1	NA	0.15111873675520782	0.007945747606757099	0.0500680604663022	1	1	NA	0.4921549200622647	0.05871498660417327	0.15492501564237698	-0.0022396248143964673	0	0	-0.3151193371095683	-0.051787719817837835	-0.07382933634836052	0.5001546551190844	0.49986111111111114	0.5	0.4386094674556213	0.42857142857142855	0.47347013113161734	0	74	NA	3	509	445	NA
Bacteroides plebeius [ref_mOTU_v2_4343]	0.17421635510952624	0.0013529500357749363	0.23628535460360262	0.5243835992640504	0.09696619918925148	0.7391778734447441	0.5752555725577297	0.028179929427712157	0.5143305888755676	0.8447268875304159	0.2847665276526661	0.8469123003435732	0.2900915514219986	-0.5269711086257133	-0.4142228964183835	0.10026826006294852	0.19439856889111581	-0.07128712493360677	0.5654191153727188	0.35541666666666666	0.44127346524606803	0.533284023668639	0.5709109730848861	0.5043346284604177	0	595	0	0	2	11	NA
Tyzzerella nexilis [ref_mOTU_v2_4366]	0.7775404091243548	0.011982474104497041	0.47527796625323415	0.7141312731537504	0.005831488517226271	0.004312400333555733	0.952790858196456	0.10707742816784589	0.6964167598252202	0.9042232183135719	0.04780665833924111	0.024906312130536172	0.06170131059979709	0.2971294735494427	0.1519805607363499	0.059825224420879154	0.3627398275058665	0.18667527936246706	0.5128363748840087	0.6	0.5312024353120243	0.5192307692307693	0.6287094547964114	0.5593127731908694	0	422	1	0	339	476	NA
Mitsuokella multacida [ref_mOTU_v2_4368]	0.8806167667280973	0.48900941738736664	0.14943381543156525	0.1593093933675842	0.8430938350373477	0.24181774405861392	0.9750618868316143	0.7045761759955197	0.44654340140726556	0.4921549200622647	0.918528546593321	0.4270631730661141	0	0	-0.08465280371699561	0	0	-0.016930560743399124	0.49644293226105785	0.5159722222222222	0.4604261796042618	0.4807692307692308	0.5027605244996549	0.49380767362797473	1	55	19	0	116	108	NA
Butyrivibrio crossotus [ref_mOTU_v2_4383]	0.34303909224503903	0.602818078788214	0.473225591799506	0.12645673872407007	0.023788367191219083	0.9248028013444725	0.6828343160054914	0.7730796735604576	0.6947936434512979	0.4921549200622647	0.12402843946889895	0.9645670495595298	-0.2519479590461387	-0.005528040559749784	0	-0.47179336282812157	0.28353608435131883	-0.08914665561653824	0.45375811939375194	0.5230555555555555	0.5114155251141552	0.4191937869822485	0.5990338164251208	0.4925206410879068	0	7	48	0	6	79	NA
Eubacterium eligens [ref_mOTU_v2_4389]	7.115073232329253e-4	0.3763823905119971	0.001814694300519918	0.3712969033405845	0.11426822914144857	6.911149234907609e-4	0.08516792359719669	0.6115303830369005	0.052135727828983056	0.714962409223265	0.31123057147736655	0.005752515392584864	-0.7779533957333226	-0.31474188229645705	-0.8064717214544525	-0.2951795723651851	0.30609925421753287	-0.37764946352637685	0.3156510980513455	0.45305555555555554	0.3378995433789954	0.4489644970414201	0.5888543823326432	0.4242229237493929	779	0	661	0	0	699	NA
Clostridium asparagiforme [ref_mOTU_v2_4394]	0.17549605009431363	0.17882539927263125	0.18889543703905498	0.410491973365728	3.72229377917055e-4	3.8227791009726175e-4	0.5759397306285888	0.4380088636793154	0.5123591469432541	0.7486505593542352	0.007338236307507655	0.003818281713795003	0.21584947683131384	0.2343631371455805	0.18575893026281476	0.13062507858466224	0.4647631045537789	0.24627194547563006	0.5714506650170121	0.5683333333333334	0.5667174023338407	0.5469674556213018	0.6809868875086266	0.5875971345313259	14	489	24	0	487	611	NA
Holdemanella biformis [ref_mOTU_v2_4395]	0.541010967366785	0.28827455896591264	0.08322440092838165	0.11215086368763517	0.01108296369004231	0.3984730477435654	0.8496704639290569	0.5627895492143509	0.38191355389355774	0.47620982119672783	0.07283090424884946	0.5904077094839215	0.09879773943632839	-0.2010910432288339	-0.40807716942702105	0.4492620147815548	0.47516446611642743	0.08281120153569113	0.5283018867924528	0.4538888888888889	0.43277524099441905	0.5850591715976331	0.6335403726708074	0.5103205439533754	0	21	11	3	231	7	NA
Collinsella intestinalis [ref_mOTU_v2_4400]	0.8928458596423491	0.6767562887503062	0.957848750723535	0.8131093232096378	0.9258324909150334	0.6967820530885724	0.9785549407847045	0.8257540566257291	0.981022510821685	0.9450894386746976	0.9642632735567895	0.8204826117506213	0	0	0	0.029656297565609013	0	0.005931259513121802	0.5034024126198577	0.5077777777777778	0.4984779299847793	0.5096153846153846	0.4979296066252588	0.5051117047110247	1	77	29	0	117	101	NA
Prevotella copri [ref_mOTU_v2_4448]	0.9723310889004317	2.5114200967698246e-4	0.6340374776945585	0.23755798249994656	1.0432271158166369e-8	0.882379638586507	0.9983601319800882	0.011103120427824487	0.8161090506811716	0.6070926219443078	2.9115842097599156e-6	0.9393983427158961	0.0611636014209672	-0.8211756724898418	-0.12402747220388657	-0.17850398223038835	1.2325335679360625	0.0339980084865826	0.5020105165480977	0.3097222222222222	0.47539320142059865	0.4326923076923077	0.8071083505866115	0.5099198640116561	0	706	0	0	782	0	NA
Holdemania filiformis [ref_mOTU_v2_4459]	0.33031657483756344	0.243787413969397	0.7840193697355952	0.6696691237776506	0.0463466096557491	0.8754553412173957	0.6734299177075749	0.529114943555358	0.8970311707785639	0.8943323136901528	0.18676154296791286	0.9380234970673587	-0.11170106471990604	-0.10607395635261589	-0.07287052815478721	-0.07626438811538234	0.34307047274820285	-0.004767892918897729	0.44849984534488097	0.4386111111111111	0.48617453069507865	0.4755917159763313	0.611456176673568	0.4931338028169014	2	11	19	0	5	95	NA
Veillonella dispar [ref_mOTU_v2_4469]	0.27947293651531097	0.29710339411906994	0.8007120714326931	0.9808159816000738	0.027285246097879114	0.56519786618549	0.6428126749133097	0.5627895492143509	0.9093034253825814	1	0.13775721810392627	0.7303698453447198	0.1506315753605597	-0.13966240453300044	-0.030896842980194742	0.01379812373421783	0.2690100344463343	0.05257609720558334	0.5499536034642747	0.45472222222222225	0.4875697615423643	0.5014792899408284	0.6123188405797102	0.5208474987858184	10	49	0	0	83	117	NA
Bacteroides coprophilus [ref_mOTU_v2_4472]	0.1446008187440313	0.5562312716958349	0.26797242936885507	0.023138545672448323	9.575906540632835e-4	3.331497920597837e-4	0.5384139944625037	0.7511804955377834	0.5373552399449146	0.3265746068832937	0.013214751026073312	0.003367192541175671	0.05164539740847996	0.06421684366699472	0.058548691783175365	0	0.21186841743033047	0.0772558700577961	0.5391277451283637	0.5175	0.5314561136478945	0.5480769230769231	0.6047273982056591	0.5454893152015542	13	34	46	194	327	377	NA
Ruminococcaceae bacterium D16 [ref_mOTU_v2_4480]	0.03353160148262117	0.38776493663950623	0.2945311432550214	0.9556227532727483	1.0883178844262617e-5	1.2879077461569466e-4	0.2974066512005222	0.6159877534435529	0.5639013345736842	1	6.931747756191882e-4	0.0015620481092674967	0.281556912386075	0.1780050102292574	0.1630856709781974	-0.010529890097955326	0.6966897490328796	0.2617614905056908	0.6111970306217135	0.5452777777777779	0.5464231354642314	0.5033284023668639	0.732919254658385	0.5820908207867898	27	435	28	0	653	696	NA
Gemella morbillorum [ref_mOTU_v2_4513]	0.003402801646257839	3.0034514337863882e-5	2.903465493708254e-8	0.05395750251946506	2.3836558830288193e-9	0	0.11427490114491375	0.0022935447312550598	1.1062203531028447e-5	0.4048255559274066	1.9736670711478622e-6	0	0.40878897968138	0.48003823775162147	0.8408076243219917	0.21554354493482722	0.6877420881621646	0.526584094970397	0.6350139189607177	0.6854166666666667	0.7686453576864536	0.584689349112426	0.7943409247757074	0.6960356969402622	589	647	669	238	663	813	NA
Roseburia hominis [ref_mOTU_v2_4572]	0.21029455543313527	0.09706886478644162	0.5925831728652606	0.08293771097491752	0.5270703496084614	0.09437774625757353	0.6183564979566162	0.33417150172381543	0.7839381557696677	0.43463559928627665	0.7273570824596768	0.23847234099011885	-0.2494941468962719	-0.3682928916807803	-0.1573063372712656	-0.2796349887641637	0.1611411420137918	-0.17871744451973795	0.4317970924837612	0.4122222222222222	0.4722222222222222	0.40125739644970415	0.5357142857142857	0.45850534239922297	0	0	1	0	0	56	NA
Acidaminococcus fermentans [ref_mOTU_v2_4591]	0.5121908124986483	0.32544340964831414	0.3985878333754907	0.3267065548685848	0.6470058908818477	0.21964467936385335	0.8309353957336596	0.5627895492143509	0.6418633524735059	0.6681890605510854	0.8331584411355674	0.4071579318338679	0.05299386401425849	0	0	0	0	0.010598772802851698	0.5242808536962573	0.5083333333333333	0.5068493150684932	0.5096153846153846	0.510351966873706	0.5078375424963574	0	NA	NA	NA	69	134	NA
Dialister invisus [ref_mOTU_v2_4598]	0.9554884905301476	0.5454166030833137	0.48065668400485917	0.29177073228159145	7.58738656116339e-5	0.30809433630018135	0.9911818877920351	0.7492494375944879	0.6976071229872008	0.6681890605510854	0.003274290762228451	0.5020577572338848	-0.10594201337096433	-0.20164492008134818	0.09071053967744079	-0.3268699477664191	1.0366740250227717	0.09858553669629619	0.4970615527373956	0.4683333333333334	0.5277777777777778	0.4426775147928994	0.7201518288474811	0.5096466731423022	0	0	9	0	738	3	NA
Peptostreptococcus stomatis [ref_mOTU_v2_4614]	0.01152538829140406	1.3908591143585023e-7	1.7542852907305682e-7	0.005346047985854399	3.0919726502090836e-4	0	0.2082216648055016	3.894405520203806e-5	4.455884638455643e-5	0.23297514380460221	0.006919333390197625	0	0.4397646862414382	0.48028105664225257	0.7740889900833517	0.17142617019417092	0.47878495580439745	0.46886917179312215	0.6229508196721312	0.7094444444444445	0.7422628107559613	0.5996671597633136	0.6559696342305038	0.6679516755706654	605	657	659	440	466	808	NA
Porphyromonas uenonis [ref_mOTU_v2_4616]	0.007375625482317403	2.766223711463128e-5	0.5465511576815075	0.0038217702006032982	1.5729798184718774e-5	3.1374902675906924e-12	0.15745018169428207	0.0022935447312550598	0.7477055334888846	0.2203891318170591	9.303052069247962e-4	3.284993758493707e-10	0.041751052776118396	0.2567719503112236	0	0.13518015291842334	0.3616784421900504	0.15907631963916313	0.5566037735849056	0.6411111111111112	0.5140791476407914	0.5880177514792899	0.6456176673567977	0.5851505585235551	130	515	34	425	511	709	NA
Roseburia inulinivorans [ref_mOTU_v2_4632]	0.798210579357227	0.3263190734272107	0.07098271301916173	0.5935176649490694	0.43764979159517203	0.16565276801528084	0.9556772699379208	0.5627895492143509	0.38090723465212145	0.8546654375266599	0.6482540741338148	0.3465885192521252	-0.06846547196137476	-0.1618089994268806	-0.36906858244872387	-0.10797332289075348	0.09774706615471983	-0.12191386211460258	0.4859263841633158	0.4479166666666667	0.40601217656012173	0.46948964497041423	0.543823326432022	0.4715274405050996	0	0	491	0	0	34	NA
Alloprevotella tannerae [ref_mOTU_v2_4636]	0.1306854118750096	NA	0.1356309052785804	0.1632416564690763	0.04185443228118037	0.001593287856094916	0.5053557335803132	NA	0.4253117276636966	0.4921549200622647	0.17417041595122507	0.011087716310037571	0	0	0	0	0	0	0.5188679245283019	0.5	0.5205479452054794	0.5295857988165681	0.5326086956521738	0.5194754735308402	13	NA	68	8	59	270	NA
Granulicatella adiacens [ref_mOTU_v2_4659]	0.557188719019592	0.03795484249262807	0.01252691746224608	0.05524793214951322	0.5357589429045482	0.007596900802020912	0.8519952851859173	0.20702641359615312	0.15967132394253278	0.4048255559274066	0.7368910377491127	0.03728190046772112	0.06119535064996146	0.24488347994560322	0.26302109554219255	0.2153256298988277	-0.041980316341855166	0.14848904793894596	0.530467058459635	0.5984722222222222	0.6270928462709284	0.5998520710059172	0.46601104209799865	0.5635927634774163	11	465	46	1	24	422	NA
